paper,page,line_idx,text,label,confidence
paper1,13,51,"ofinformation[53].But,thisfindingissignificantinfullautoma- agent.InAAAI,Vol.7.1514–1519.",SKIP,medium
paper1,13,59,providemoreindicatorsforuserstoquicklyrecognizetheinforma- arXiv:2108.07732(2021).,SKIP,medium
paper1,13,63,"M.Kaufmann(2000),245–270.",SKIP,medium
paper1,13,73,whereuserscouldbenefitfromtheinstantandcomprehensivere- ingDistributedHierarchicalWebData.InProceedingsofthe31stAnnualACM,SKIP,medium
paper1,14,2,synthesis.InProceedingsofthe42ndACMSIGPLANInternationalConferenceon [40] VuLeandSumitGulwani.2014.Flashextract:Aframeworkfordataextractionby,SKIP,medium
paper1,14,3,ProgrammingLanguageDesignandImplementation.328–343. examples.InProceedingsofthe35thACMSIGPLANConferenceonProgramming,SKIP,medium
paper1,14,5,"forWebsiteDesign.InThe34thAnnualACMSymposiumonUserInterfaceSoftware [41] DavidLedo,StevenHouben,JoVermeulen,NicolaiMarquardt,LoraOehlberg,",SKIP,medium
paper1,14,8,HybridCrowd-MachineWorkflowforShellCommandSynthesis.In2020IEEE 1–17.,SKIP,medium
paper1,14,9,"SymposiumonVisualLanguagesandHuman-CentricComputing(VL/HCC).IEEE, [42] GillyLeshed,EbenMHaber,TaraMatthews,andTessaLau.2008.CoScripter:",SKIP,medium
paper1,14,21,"SandeepSoni,JaimeTeevan,andAndrésMonroy-Hernández.2017.Calendar.help. Demonstration Using Natural Language Instructions. In 2018 IEEE Sympo-",SKIP,medium
paper1,14,23,ACM. https://doi.org/10.1145/3025453.3025780 https://doi.org/10.1109/VLHCC.2018.8506506,SKIP,high
paper1,14,26,InProceedingsofthe30thAnnualACMSymposiumonUserInterfaceSoftwareand conditionalsfromnaturallanguageanddemonstrations.InProceedingsofthe,SKIP,medium
paper1,14,27,Technology.727–736. 32ndannualACMsymposiumonuserinterfacesoftwareandtechnology.577–589.,SKIP,medium
paper1,14,30,"Demonstration.arXivpreprintarXiv:2203.09993(2022). [48] JamesLin,JeffreyWong,JeffreyNichols,AllenCypher,andTessaALau.2009.",SKIP,medium
paper1,14,37,33rdAnnualACMSymposiumonUserInterfaceSoftwareandTechnology.614–626. [50] VivianLiuandLydiaChilton.2022.DesignGuidelinesforPromptEngineering,SKIP,medium
paper1,14,40,"ceedingsofthe42ndACMSIGPLANInternationalConferenceonProgramming [51] DavidLMaulsby,IanHWitten,andKennethAKittlitz.1989. Metamouse:",SKIP,medium
paper1,14,41,LanguageDesignandImplementation.312–327. Specifyinggraphicalproceduresbyexample.ACMSIGGRAPHComputerGraphics,SKIP,medium
paper1,14,46,wrangling:Mixed-initiativeend-userprogrammingofdatatransformationscripts. 28thAnnualACMSymposiumonUserInterfaceSoftware&Technology.291–301.,SKIP,medium
paper1,14,47,InProceedingsofthe24thannualACMsymposiumonUserinterfacesoftwareand [53] RichardMayerandJoanGallini.1990. WhenIsanIllustrationWorthTen,SKIP,medium
paper1,14,49,[30] WilliamRHarrisandSumitGulwani.2011.Spreadsheettabletransformations https://doi.org/10.1037/0022-0663.82.4.715,SKIP,high
paper1,14,50,"fromexamples.ACMSIGPLANNotices46,6(2011),317–328. [54] DanHMoandIanHWitten.1992.Learningtexteditingtasksfromexamples:a",SKIP,medium
paper1,14,53,ofthe20thannualACMsymposiumonUserinterfacesoftwareandtechnology. avisualdomain.TechnicalReport.CARNEGIE-MELLONUNIVPITTSBURGH,SKIP,medium
paper1,14,57,Captioning.arXivpreprintarXiv:2009.13682(2020). ComputerVisioncapabilities. https://github.com/OlafenwaMoses/ImageAI,SKIP,medium
paper1,14,61,"AnnualACMSymposiumonUserInterfaceSoftwareandTechnology.145–147. ReadingsinHuman–ComputerInteraction.Elsevier,357–371.",SKIP,medium
paper1,14,64,ofthesigchiconferenceonhumanfactorsincomputingsystems.3363–3372. ExploringCodeusingQuery-by-Example.InThe34thAnnualACMSymposium,SKIP,medium
paper1,14,66,ofProgrammersWritingWebAutomationScripts.In2021IEEESymposiumon [59] JulieLNewcombandRastislavBodik.2019.Usinghuman-in-the-loopsynthesis,SKIP,medium
paper1,14,67,"VisualLanguagesandHuman-CentricComputing(VL/HCC).IEEE,1–9. toauthorfunctionalreactiveprograms.arXivpreprintarXiv:1909.11206(2019).",SKIP,medium
paper1,14,70,[37] DavidKurlanderandStevenFeiner.1992. Ahistory-basedmacrobyexample byExample.InThe34thAnnualACMSymposiumonUserInterfaceSoftwareand,SKIP,medium
paper1,14,71,system.InProceedingsofthe5thannualACMsymposiumonUserinterfacesoftware Technology.258–269.,SKIP,medium
paper1,15,4,"ACMconferenceonhumanfactorsincomputingsystems.1221–1224. ChangZhou,JingrenZhou,andHongxiaYang.2022. UnifyingArchitectures,",SKIP,medium
paper1,15,6,"Zhou,andPushmeetKohli.2016. Neuro-symbolicprogramsynthesis. arXiv work.CoRRabs/2202.03052(2022).arXiv:2202.03052 https://arxiv.org/abs/2202.",SKIP,high
paper1,15,7,preprintarXiv:1611.01855(2016). 03052,SKIP,medium
paper1,15,11,"usingsiamesebert-networks.arXivpreprintarXiv:1908.10084(2019). [76] TomYeh,Tsung-HsiangChang,andRobertCMiller.2009. Sikuli:usingGUI",SKIP,medium
paper1,15,12,"[68] AlborzRezazadehSereshkeh,GaryLeung,KrishPerumal,CalebPhillips,Min- screenshotsforsearchandautomation.InProceedingsofthe22ndannualACM",SKIP,medium
paper1,15,17,"webbrowsingtasksbydemonstration.InProceedingsofthe11thannualACM (CHI’21).AssociationforComputingMachinery,NewYork,NY,USA,Article",SKIP,medium
paper1,15,18,"symposiumonUserinterfacesoftwareandtechnology.9–18. 105,16pages. https://doi.org/10.1145/3411764.3445646",SKIP,high
paper1,15,21,throughHigh-LevelDesignConstraints.InProceedingsofthe2020CHIConference 33rdAnnualACMSymposiumonUserInterfaceSoftwareandTechnology.627–648.,SKIP,medium
paper1,15,25,ofthe32ndannualACMsymposiumonuserinterfacesoftwareandtechnology. FlexibleParentInvolvement.InProceedingsofthe2022CHIConferenceonHuman,SKIP,medium
paper1,15,28,"thesisfrominput-outputexamples.InProceedingsofthe2017ACMInternational sonWHLau,JoseEchevarria,andZoyaBylinskii.2020. Iconate:Automatic",SKIP,medium
paper1,16,2,A APPENDIX,SKIP,medium
paper1,16,3,# Task Description Condition Inclusion Example Exclusion Example,KEEP,medium
paper1,16,4,Type,SKIP,medium
paper1,16,10,tagonist’sstory,SKIP,medium
paper1,16,14,acting,SKIP,medium
paper1,16,18,theiracting,SKIP,medium
paper1,16,29,Figure8:Taskdescriptionswithinclusionandexclusionexamples,SKIP,high
paper2,1,2,Stimulation,SKIP,medium
paper2,1,3,Yudai Tanaka Jacob Serfaty Pedro Lopes,KEEP,medium
paper2,1,4,"University of Chicago, United States University of Chicago, United States University of Chicago, United States",SKIP,high
paper2,1,5,yudaitanaka@uchicago.edu jserfaty@uchicago.edu pedrolopes@uchicago.edu,SKIP,high
paper2,1,6,Figure 1: We propose & explore a novel concept in which a single on-body actuator renders haptics to multiple body parts—even,SKIP,high
paper2,1,7,as distant as one’s foot or one’s hand—by stimulating the user’s brain (a). We implemented this by mechanically moving a coil,KEEP,medium
paper2,1,8,across the user’s scalp. As the coil sits on specific regions of the user’s sensorimotor cortex it uses electromagnetic pulses to,KEEP,medium
paper2,1,9,"non-invasively & safely create haptic sensations, e.g., touch and/or forces. For instance, (b) recoil of throwing a projectile, (c)",KEEP,medium
paper2,1,10,"impact on the leg, (d) force of stomping on a box, (e), impact of a projectile on one’s hand, or (f) an explosion close to the jaw.",KEEP,medium
paper2,1,12,"We propose a novel concept for haptics in which one centralized brain stimulation, we discuss the roadmap to extend its interactive",KEEP,low
paper2,1,15,CCS CONCEPTS,SKIP,medium
paper2,1,17,approach of attaching one actuator per body part (end-effectors). • Human-centered computing → Haptic devices; • Hardware,KEEP,medium
paper2,1,24,ACM Reference Format:,SKIP,medium
paper2,1,28,Full-body Haptics via Non-invasive Brain Stimulation. In Proceedings of,SKIP,medium
paper2,1,30,"the CHI Conference on Human Factors in Computing Systems (CHI ’24), May",SKIP,medium
paper2,1,31,"11–16, 2024, Honolulu, HI, USA. ACM, New York, NY, USA, 15 pages. https:",SKIP,high
paper2,1,32,//doi.org/10.1145/3613904.3642483,SKIP,high
paper2,1,33,This work is licensed under a Creative Commons Attribution International 4.0 License. 1 INTRODUCTION,SKIP,high
paper2,1,34,"CHI ’24, May 11–16, 2024, Honolulu, HI, USA Enabling users to leverage all their senses while immersed in inter-",SKIP,high
paper2,1,35,© 2024 Copyright held by the owner/author(s).,SKIP,high
paper2,1,37,ACM ISBN 979-8-4007-0330-0/24/05,SKIP,medium
paper2,1,38,https://doi.org/10.1145/3613904.3642483 Computer Interaction—as Sutherland put it “[the interface] should,SKIP,high
paper2,2,1,"CHI ’24, May 11–16, 2024, Honolulu, HI, USA Yudai Tanaka et al.",SKIP,high
paper2,2,2,"serve as many senses as possible” [80]. To this date, an immense detail later as we believe they are crucial for identifying the next",KEEP,medium
paper2,2,3,"body of work in haptics has engineered specialized actuators to research challenges to be tackled. However, we believe that our",KEEP,medium
paper2,2,4,"deliver skin sensations to the user’s body (e.g., contact [75], texture work provides technical insights that will inspire researchers to",KEEP,medium
paper2,2,32,the Endpoint,SKIP,medium
paper2,2,36,"flow (i.e., the brain, in particular, the somatosensory cortex). cation where a sensation should be felt—hence N:N haptics. Some",KEEP,medium
paper2,2,37,"This end-effector approach has been successful in that devices of the first explorations of this approach date back to the 1990s,",KEEP,low
paper2,2,38,"can deliver precise temporal and spatial cues. However, few ex- when researchers used 10 vibrotactile actuators placed at the hands,",KEEP,medium
paper2,2,40,"experiences, which reveals a research question to which our field with 16 vibrators, even including solenoids and fans [47]. Because",KEEP,medium
paper2,2,43,"sensations on many locations of the user’s body? fixation points that encumber the user (e.g., straps), researchers",KEEP,medium
paper2,2,44,"Thus, to propose a new approach, we take the inverse conceptual opt to integrate these vibrotactile actuators in haptic suits—both",KEEP,low
paper2,2,45,"turn. Instead of placing haptic end-effectors on the endpoints of the [97] and [47] are canonical examples of haptic suits, while many",KEEP,medium
paper2,2,46,"user’s nervous system, we propose delivering full-body haptics via more exist in research [19, 40] and even in industry (e.g., bHaptics",KEEP,medium
paper2,2,47,a single haptic device that directly stimulates the user’s brain areas [60]). This haptic-suit approach improves wearability & comfort,KEEP,medium
paper2,2,48,"responsible for creating haptic sensations—we call this a source- by trading it off with design flexibility (e.g., it is harder to reconfig-",KEEP,medium
paper2,2,50,"To create the first instantiation of this concept, we turned to tran- preferences, goals of the application, and so forth).",KEEP,medium
paper2,2,52,"that allows for safe & non-invasive brain stimulation. To trans- ous approach, an emergent and more experimental way to deliver",KEEP,medium
paper2,2,53,"late the TMS technique into readily usable knowledge for human- haptics to the endpoint, is to use a single actuator. In these sys-",KEEP,medium
paper2,2,55,"which areas of the body TMS can elicit haptic sensations; then, (2) multiple locations—hence 1:N haptics. One way to enable this is",KEEP,medium
paper2,2,57,to position the TMS coil at strategic locations to generate haptic air vortex that stimulates the skin up to 1 m away [77]. This ap-,KEEP,medium
paper2,2,58,"sensations (i.e., either touch or touch & force) in nine locations of proach has been then extended to present tactile sensations at the",KEEP,medium
paper2,2,61,"magnetic-coil moved mechanically across the scalp; furthermore, ically to reach different limbs. For instance, Calico is an on-cloth",KEEP,medium
paper2,2,63,"experience created by our device in a virtual reality application; clothes, providing vibrations from arms to legs [73]. As emergent",KEEP,medium
paper2,2,64,"finally, (4) we mapped out the possible evolution of this concept, techniques, these are not without limitations. In the case of air",KEEP,medium
paper2,2,66,"Finally, we see this approach as the first step towards explor- and have a limited interactive volume, etc. Conversely, moving",SKIP,medium
paper2,2,68,"without encumbering users’ bodies. Naturally, as a first step in this to one’s clothing, etc. Most importantly, all of these techniques",KEEP,medium
paper2,2,69,"direction, our current implementation using transcranial magnetic cannot deliver force feedback—these provide only tactile cues (e.g.,",KEEP,medium
paper2,2,70,"stimulation is not without shortcomings. We will discuss these in soft puffs of air or vibrations). That said, these devices conceptually",KEEP,medium
paper2,3,1,"Haptic Source-effector: Full-body Haptics via Non-invasive Brain Stimulation CHI ’24, May 11–16, 2024, Honolulu, HI, USA",SKIP,high
paper2,3,2,"align with our goal, i.e., building a centralized haptic device capable which trade off accuracy for safety and wide applicability. One",KEEP,medium
paper2,3,3,"of delivering haptics to multiple locations. In addition, these are such non-invasive technique that has been extensively explored for",KEEP,medium
paper2,3,4,"flexible in adding new points of sensation easily (i.e., pointing the the last decades is transcranial magnetic stimulation (TMS) [30].",KEEP,medium
paper2,3,5,"air cannon or moving the on-body robot). Thus, we are inspired by Before we turn into the details of this technique, we note that TMS",KEEP,medium
paper2,3,12,Midpoint (Peripheral Nerves),KEEP,medium
paper2,3,14,"An approach, which we draw inspiration from, is to create sensa- sensations and is used for neuropsychiatric conditions [61]. On",KEEP,medium
paper2,3,16,"of skin that communicate via peripheral nerves. These techniques focused ultrasound, delivered by a transducer placed atop the scalp",KEEP,medium
paper2,3,17,typically work by electrically stimulating nerves to induce sensa- [12]. While tFUS might eventually resolve some limitations of TMS,KEEP,medium
paper2,3,18,"tions ”remotely” at the endpoint of this nerve. This can take the (which we will discuss later in detail, e.g., device weight), its safety",KEEP,medium
paper2,3,21,Tactile sensations from the midpoint. One way to create we decided to implement our concept using TMS.,KEEP,medium
paper2,3,24,2.3 Transcranial Magnetic Stimulation,KEEP,medium
paper2,3,26,"are perceived to emanate from a body part other than, but in as- Transcranial Magnetic Stimulation (TMS). TMS is a technique",KEEP,medium
paper2,3,27,"sociation with, the body part being stimulated” [53]. While this that originated in medicine/neuroscience [27], in which a magnetic",KEEP,medium
paper2,3,29,"back to the prosthetic hands or feet of amputees [14, 48, 64], it cillates rapidly. This, in turn, creates electrical currents, known",KEEP,medium
paper2,3,33,"sensations in the hand [63, 66], or other strategic locations more TMS in neuroscience as a tool to understand brain function.",KEEP,medium
paper2,3,35,"[86], palm, [1] or base of the fingers [99, 100] to induce sensations demonstrated by Barker et al. in 1985 [5]. It is frequently used",SKIP,high
paper2,3,37,"Force feedback from the midpoint. Similar to this, with vision [9], language processing [23], working memory [57], and",SKIP,high
paper2,3,39,"feedback without requiring mechanical actuators (e.g., motors or TMS as a medical intervention/treatment. TMS has also",KEEP,medium
paper2,3,40,exoskeletons). Electrical impulses are sent to electrodes placed atop been extensively used as therapy for improving motor function in,KEEP,medium
paper2,3,43,"fingers [83, 84] or the wrist to move [36, 49]. Similarly, stimulating Peripheral magnetic stimulation (e.g., muscles or touch).",KEEP,medium
paper2,3,45,"or thigh [68] can move the foot. brain, it can also be used for peripheral nerves, placing its coil atop",KEEP,medium
paper2,3,46,Pushing past the midpoint. While we take inspiration from muscles (similar to EMS) or skin (similar to electro-tactile). While,KEEP,medium
paper2,3,48,"active system look like if we moved past the midpoint? The logical sensations in mid-air without the need for direct contact [38, 39].",KEEP,medium
paper2,3,50,"i.e., the user’s brain, to generate sensations even at larger distances rehabilitation [8], gaiting [82], and even swallowing [56]. Moreover,",SKIP,high
paper2,3,51,"and from a centralized haptic device. To find a suitable method to recently, it has also been used for interactive force-feedback [87].",KEEP,medium
paper2,3,55,"however, they range in their applicability outside of the medical TMS in interactive systems. Although it is known that TMS",KEEP,medium
paper2,3,56,"domain. First, invasive techniques involve implanting electrodes in applied to the motor cortex induces limb movement [95] and/or",KEEP,medium
paper2,3,57,"the brain, via a surgical procedure. Given this stringent requirement touch sensations in the hand [25], its presence in human-computer",KEEP,medium
paper2,3,60,researching prosthetics with tactile feedback for amputees [24]. in a VR rubber hand illusion [6]. While this implies the utility of,KEEP,medium
paper2,3,61,"On the other side of the spectrum stand non-invasive techniques, haptic feedback via TMS, to our knowledge, there have been no",KEEP,low
paper2,4,1,"CHI ’24, May 11–16, 2024, Honolulu, HI, USA Yudai Tanaka et al.",SKIP,high
paper2,4,2,Figure 2: Overview of our mechanical actuator to interactively displace the TMS coil over key areas of the user’s brain.,SKIP,high
paper2,4,3,interactive devices that leverage TMS to extend haptics to the user’s Robotic platform. The key component in our hardware imple-,KEEP,medium
paper2,4,7,"TMS chines [51], but with key modifications that allow it to: (1) most",KEEP,low
paper2,4,9,"To help readers replicate our design, we now provide the necessary",KEEP,low
paper2,4,19,Design rationale. As the first instantiation of the concept of a,KEEP,low
paper2,4,24,"VR headset or suspended from the ceiling (as in [52, 78]). To satisfy",KEEP,low
paper2,4,28,Figure 2.,SKIP,high
paper2,4,37,Now that we know the range of haptics that can be generated via,KEEP,low
paper2,4,48,3.1 Hardware Implementation,KEEP,medium
paper2,4,51,"moving a TMS coil (Magstim D702 butterfly coil) around the user’s the aforementioned servo. Finally, for the Y-axis (as the coil moves",KEEP,medium
paper2,4,54,"Y-axis is mounted to the endpoint of the Z-axis actuator and, ulti-",KEEP,low
paper2,5,1,"Haptic Source-effector: Full-body Haptics via Non-invasive Brain Stimulation CHI ’24, May 11–16, 2024, Honolulu, HI, USA",SKIP,high
paper2,5,2,"in our technical evaluation, we can move the Y-and Z-actuators serial command using MagPy. As a result, the stimulator charges its",KEEP,medium
paper2,5,3,"reliably & repeatably at 1.9 mm and 2.6 mm steps respectively. So capacitor arrays at the requested intensity. In parallel, the Unity3D",KEEP,medium
paper2,5,5,"actuators that are strong enough to move the TMS coil), however, move the coil to a target area. Once the coil has reached the position",KEEP,medium
paper2,5,7,"not be able to account for the head’s curvature. This would require 3.3 Safety), the Unity3D application sends another OSC command",KEEP,medium
paper2,5,8,"at least adding more actuators to tilt the coil. Instead, to avoid more to our middleware to trigger the TMS stimulation using three con-",KEEP,medium
paper2,5,9,"actuators, we opted to build a structure with passive mechanisms. secutive 300-`s biphasic cosine cycle pulses [50], each separated",KEEP,medium
paper2,5,10,"In the following, we describe the structural elements that make this by a 50-millisecond interval. Finally, the resulting current flow",KEEP,medium
paper2,5,12,"Structural elements. To account for curvature, the Z-axis the stimulation to the target brain region.",KEEP,low
paper2,5,15,3.3 Safety,SKIP,medium
paper2,5,17,to support it. This is similar to some CNC machines that optimize Risks of TMS. Like any other electrical or brain stimulation tech-,KEEP,medium
paper2,5,18,"for space and do not feature two rails per degree of freedom (e.g., nique, TMS is not without its associated risks. These are primarily",KEEP,medium
paper2,5,19,"EasyThreed X1). However, we noted this increased the slack and local skin-tingling at the scalp or magnetic interference with im-",KEEP,medium
paper2,5,20,"backlash due to the coil’s weight. As such, we added a mount on planted devices, which can be avoided through user screening and",KEEP,medium
paper2,5,21,"the faceplate of the VR headset (Meta Quest 2), which is depicted the proper selection of stimulation parameters [71]. Moreover, ac-",KEEP,medium
paper2,5,23,"mount using M4 screws and a ball bearing. To enable movement 2021 [70], as long as TMS is applied to subjects without epilepsy,",KEEP,medium
paper2,5,24,"with the new mount point, we incorporated a passive mechanism no lasting adverse events (e.g., seizures) have been reported. This",KEEP,medium
paper2,5,26,"the Z-axis linear actuation to tilt the coil around the pitch axis, cluding long-term use of up to 26 months [22]. TMS is also an",KEEP,medium
paper2,5,27,"adapting to the nose-to-back curvature of the scalp. Lastly, the FDA (Food and Drug Administration) approved technique for ther-",KEEP,medium
paper2,5,28,secondary mount attaches to the back of the VR headset’s strap apeutic purposes [18]. The minimal risk of TMS is ensured by,KEEP,medium
paper2,5,30,Alternative designs. Many other designs are certainly possible the known safety range.,KEEP,low
paper2,5,31,"and ours depicts one possibility. For instance, one could add a User screening. In adherence to the safety guidelines [70, 71],",KEEP,medium
paper2,5,32,"hemispheric rail connecting the sides of the VR headset’s strap to a we strictly applied the following user eligibility criteria. First, we",KEEP,medium
paper2,5,33,"passive rail, thus guiding the coil with greater precision. However, did not recruit participants with medical conditions that could in-",KEEP,medium
paper2,5,34,"after experimenting with this, we noted that this also has drawbacks: crease the risks associated with TMS (i.e., epilepsy, or history of",KEEP,medium
paper2,5,35,"(1) it prevents the headset’s strap-size adjustment from working, seizures). Second, in line with the safety guidelines for fMRI [20],",KEEP,medium
paper2,5,36,"rendering our system fixed in size unlike our current design (i.e., the we did not recruit participants with implanted devices (e.g., pace-",KEEP,medium
paper2,5,38,"(2) It restricts the coil’s movement to a single line over the cortex, the electromagnetic field generated by the coil. We also ensured",KEEP,medium
paper2,5,39,"eliminating the possibility of diagonal movement. Additionally, it ethical compliance by obtaining informed consent from partici-",KEEP,medium
paper2,5,41,already achieved sufficient accuracy to stimulate the sensations are mostly analogous to those for EMS [41].,KEEP,medium
paper2,5,45,3.2 Software Implementation,KEEP,medium
paper2,5,47,"To control our medical-grade TMS stimulator, we implemented a the stimulation frequency. For instance, for a 20 Hz stimulation,",KEEP,medium
paper2,5,49,"serial communication to the stimulator and received Open Sound ms (i.e., 8 consecutive pulses). Following this guideline, we use",KEEP,medium
paper2,5,50,Control (OSC) commands. Our main applications for both studies the stimulation parameter of three consecutive pulses with 50 ms,KEEP,medium
paper2,5,52,"middleware for TMS, and serial commands to a SAMD21-XIAO the maximum pulse count that is deemed safe. Moreover, for these",KEEP,medium
paper2,5,54,"the hands and feet, we used HTC VIVE 3.0 Trackers attached to the five-second break between stimulation sequences. As such, our",KEEP,medium
paper2,5,56,Quest 2’s headset tracking using Open VR Space Calibrator [45]. activated unless five seconds have elapsed prior to the preceding,KEEP,medium
paper2,5,57,"Stimulation flow. When a VR experience requests feedback, stimulation. This additional safety was also incorporated into our",KEEP,medium
paper2,6,1,"CHI ’24, May 11–16, 2024, Honolulu, HI, USA Yudai Tanaka et al.",SKIP,high
paper2,6,2,Figure 3: (a) Measurement setup for the actuation characterization. (b) Mean errors and standard deviations (SD) for all targets.,SKIP,high
paper2,6,3,"Runtime safety. For runtime safety, we implemented an emer- Range of motion. We characterized the range of motion for",KEEP,medium
paper2,6,4,"gency stop function in our Unity application, which immediately each motor axis. We found that the rotation of the servo motor",KEEP,medium
paper2,6,5,shuts off both the TMS stimulation (hardware switch) and motor (X-axis) spans 24 cm across the head. The actuation range of the,KEEP,medium
paper2,6,7,Z-axis linear actuator’s range corresponds to a 24-degree tilt of the,KEEP,low
paper2,6,16,user’s scalp).,SKIP,medium
paper2,6,19,4.1 Device Characterization,KEEP,medium
paper2,6,21,End-to-end latency. We measured an end-to-end latency of 16 ms structed the system to actuate to eight known targets in the four,KEEP,medium
